   1.90734863E-04   3.28844190       1.50928216E-03  -2.99620107E-02
   11.4662533       13.3191767       5.68510592E-03   2.94563994E-02
   1.17611289       16.9716110      -1.25240861E-02  -2.72607282E-02
   23.3673210       9.58755016      -2.97374967E-02  -3.95995518E-03
   20.7741318      0.864297152       2.83127427E-02   9.91909951E-03
   13.2425013       16.7787323       2.99646910E-02   1.45509769E-03
   9.58538628       1.67105198      -2.61808522E-02   1.46479681E-02
   17.1693153       14.7244158       2.74113268E-02  -1.21909464E-02
   21.1541710       13.1732168       2.50992924E-02   1.64324529E-02
   16.3479691       10.3999796      -8.65487289E-03  -2.87244339E-02
   22.7580185       19.0549488      -2.50186771E-03   2.98954956E-02
   1.18660927       18.4020462      -1.43333701E-02   2.63544023E-02
   15.8159618       18.9102592       2.99800262E-02  -1.09455083E-03
   9.13346386       6.17597103       2.98786089E-02  -2.69604218E-03
   18.0665073       18.8338928      -1.70813184E-02  -2.46622898E-02
   1.81714296       15.7908678       2.28150096E-02  -1.94801260E-02
   6.81774616       10.9102840       3.56067019E-03  -2.97879446E-02
   11.9432926       5.94435930      -4.83850855E-03   2.96072420E-02
   8.98162079       4.16267490      -2.99156997E-02   2.24742643E-03
   22.4414043       22.7302017       2.78404448E-02   1.11762928E-02
   22.6163273       12.6130695      -2.98097134E-02  -3.37357214E-03
   7.97582245       24.6660461      -2.99882665E-02   8.38890148E-04
   6.65360689       2.26832032       2.85768416E-02  -9.13038850E-03
   1.84372663       12.5176725      -2.25487333E-02   1.97877381E-02
   6.92704296       22.8454361      -2.94167902E-02  -5.88662876E-03
   11.6111393       23.5244923       2.85174903E-02   9.31411423E-03
   19.0378551       19.2551136       1.45272566E-02  -2.62480229E-02
   3.13413143      0.396686792      -1.09303286E-02  -2.79379301E-02
   21.7061768       15.7385826      -2.15304084E-03  -2.99226400E-02
   18.1352978       24.9864464       2.32827589E-02  -1.89185906E-02
   5.82987070       7.65804052      -1.79571491E-02   2.40320768E-02
   12.8318367       14.7778397       1.74307730E-02  -2.44165547E-02
   10.3020191       21.0377636      -3.79261118E-03   2.97593009E-02
   10.3848639       13.4325981      -2.94474550E-02   5.73126320E-03
   7.18030357       4.45818901       1.69855766E-02   2.47283261E-02
   14.2913704       20.0601406       2.93512475E-02   6.20517647E-03
   13.3612452       12.4620018       2.89811045E-02  -7.75212841E-03
   18.7073116       13.8645945       2.35387944E-02  -1.85990632E-02
   15.6212273       21.0509892       1.60308611E-02   2.53576692E-02
   5.31878471       17.8677444       2.04203874E-02   2.19774358E-02
   2.27475762       6.86470270       2.99946368E-02   5.67166659E-04
   10.3573265      0.671905279      -7.08049675E-03  -2.91524697E-02
   23.4474297       5.99776506       1.25218425E-02   2.72617564E-02
   7.93848610       22.1747627      -1.69972293E-02  -2.47203186E-02
   3.75837088       17.0336552      -2.27561109E-02   1.95488967E-02
   9.69312763       12.4935207       1.79367624E-02   2.40472965E-02
   14.6796646       21.1393890      -2.51272004E-02  -1.63897462E-02
   23.8852196       13.9036474       1.78428851E-02   2.41170358E-02
   24.5826244       10.2191629       1.87909268E-02   2.33859159E-02
   14.1224623       6.30315542      -2.99416203E-02   1.87065732E-03
   11.6007624       24.0273781       2.10215002E-02   2.14031897E-02
   4.99392748       7.98124075      -2.03609560E-02  -2.20325086E-02
   3.16780210       16.2813416      -2.13972982E-02  -2.10274979E-02
   20.0768242       6.19604015      -2.97124926E-02   4.14339034E-03
   9.73284817       5.08125401       2.95214467E-02   5.33705391E-03
   22.5418320       10.6624308       1.87612493E-02   2.34097317E-02
   23.6871662       10.2578220       2.03146972E-02   2.20751688E-02
   22.1412067       2.30433941       1.56404153E-02   2.56003402E-02
   1.77658796       9.13347054      -7.28038664E-04   2.99911648E-02
   3.37772965       19.5788269      -2.88994256E-02   8.05127807E-03
   8.73810005       11.3075018       1.13095241E-02  -2.77865902E-02
   23.2918568       16.2911472       6.37246110E-03   2.93153841E-02
   16.9898033       22.7230434      -1.73714492E-04   2.99994964E-02
   21.5214901       11.7815552      -2.99661048E-02  -1.42566394E-03
   15.0098381       20.4390354       1.55427016E-03  -2.99597085E-02
   11.5561190       23.7841835      -1.98743027E-02  -2.24724729E-02
   10.9832525       20.6174316      -1.08376946E-02  -2.79739928E-02
   17.5551643       24.6786346       2.89343782E-02  -7.92475790E-03
   21.2817364       7.23290443      -2.90975571E-02  -7.30288029E-03
   12.8608646       2.58584619      -2.58554295E-02   1.52150197E-02
   14.4179106       21.9141426      -2.79920138E-02   1.07910652E-02
   18.2436886       21.7315903      -6.00603828E-03  -2.93926429E-02
   20.0180054       17.6633835      -1.11627043E-03  -2.99792252E-02
  0.477308035       22.1507721      -2.95801423E-02  -5.00151049E-03
   11.5830660       1.62984133      -6.41672174E-03  -2.93057282E-02
   12.2235775       16.6919708      -1.20492065E-02  -2.74739247E-02
   4.98886681       22.9158459       2.03486346E-02  -2.20438875E-02
   22.2504616       13.5987043       1.91752408E-02   2.30718460E-02
   11.2586861       24.7340622       6.32006908E-03   2.93267239E-02
   11.1505804       7.89330578      -2.98428461E-02  -3.06666689E-03
   22.0376015       10.9931355      -2.94334423E-02   5.80280228E-03
   20.1662426       9.12894630       7.05978833E-03   2.91574933E-02
   24.9779110       3.84010673      -2.01910585E-02  -2.21883114E-02
   15.4087543       1.48713589E-02   2.99995393E-02   1.66178375E-04
   19.3337975       18.1833744      -1.28063522E-02   2.71292701E-02
   10.4430914       17.0623550      -1.23062301E-02  -2.73597632E-02
   5.13154268       20.9104958      -7.24559510E-03  -2.91118752E-02
   20.7176991       2.36371756       2.61057243E-02   1.47814425E-02
   19.1001167       15.7392921       6.63019763E-03   2.92581674E-02
   5.33866882       2.02651620      -2.31226906E-02   1.91138983E-02
   23.8039913       23.6886253      -2.32463479E-02   1.89633165E-02
   6.73036575       17.3042240      -6.53309049E-03   2.92800050E-02
   19.4216423       19.5966244      -2.66271252E-02   1.38201369E-02
   7.05389404       4.84918356       2.99237166E-02   2.13800301E-03
   4.79559326       24.5808907       9.74173832E-04   2.99841780E-02
   20.4931488       3.41137052      -2.42050700E-02   1.77232772E-02
   15.0252523       4.42200899       1.46160750E-02  -2.61986703E-02
   3.94327641       24.6984253      -1.50490762E-03   2.99622305E-02
   5.83997965       2.54093409       5.60128875E-03   2.94724535E-02
   15.8679304       17.4001808       8.78509693E-03  -2.86848750E-02
   17.4060707       18.8235054      -1.41789895E-02  -2.64377799E-02
   15.8357439       1.41101480      -2.42571272E-02  -1.76519621E-02
